id,x,y,timezn_cd,m00,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,f00,f10,f15,f20,f25,f30,f35,f40,f45,f50,f55,f60,f65,f70,total,admi_cd,etl_ymd
86294128,456152,468593,13,0.87,0.96,2.3,2.5,2.02,1.82,2.4,3.65,4.51,6.43,8.45,5.57,6.82,8.25,0.68,0.77,2.02,1.82,2.78,1.44,1.54,3.17,4.61,6.05,7.39,9.22,5.28,6.82,110.14,47210610,20230803
86294129,456152,468643,5,0.84,1.39,3.62,2.23,2.51,4.18,2.51,3.62,5.57,7.24,7.8,6.68,3.06,7.24,0.28,1.11,1.95,1.95,3.06,1.67,2.78,5.01,3.34,5.29,5.57,3.06,6.96,6.13,106.65,47210610,20230812
86294129,456152,468643,9,0.56,1.11,4.17,5.28,8.05,6.11,6.39,9.72,13.89,23.33,20.55,18.89,13.05,19.44,1.11,2.22,1.94,3.89,4.17,4.44,3.89,5.55,11.11,15.28,15.28,16.39,13.05,18.05,266.91,47210610,20230807
86294142,456152,469293,15,0.0,0.54,0.78,1.4,1.4,2.18,1.94,3.03,3.73,5.29,4.51,5.68,5.83,7.08,0.08,0.7,3.19,3.42,1.94,1.56,3.73,3.89,4.98,8.4,6.07,8.56,6.92,9.33,106.16,47210525,20230829
86025994,455052,469793,18,0.54,1.76,4.67,3.37,2.99,2.91,3.6,3.75,4.67,6.44,6.74,4.67,4.83,8.67,0.31,1.61,2.76,2.07,2.83,2.38,2.6,3.14,4.21,6.21,4.67,5.98,5.59,7.13,111.1,47210550,20230815
86025996,455052,469893,12,0.33,1.25,4.16,2.58,4.99,3.41,2.33,3.58,4.0,7.08,4.99,5.58,4.83,8.0,0.42,1.08,1.75,2.25,2.66,1.91,1.66,3.25,4.08,8.08,6.49,7.24,5.91,7.66,111.55,47210550,20230813
86269750,456052,468593,10,1.05,2.11,1.9,4.01,5.48,3.59,4.64,7.38,8.22,11.81,19.19,10.97,11.6,16.02,0.84,1.69,3.59,4.01,4.85,2.53,3.59,6.96,12.02,10.33,10.54,12.23,13.5,13.92,208.57,47210610,20230804
86269750,456052,468593,14,0.63,1.26,4.64,2.32,5.06,5.69,3.79,7.8,11.17,14.54,14.96,13.49,14.54,14.54,1.48,2.53,6.11,5.06,5.06,2.95,2.74,4.85,8.43,11.17,13.49,13.91,10.33,18.35,220.89,47210610,20230814
86281938,456102,468543,11,1.46,1.7,3.64,4.13,10.44,6.07,5.1,8.98,11.17,19.18,21.61,14.81,12.14,19.67,0.73,2.19,4.61,3.16,5.1,1.94,2.91,7.04,13.84,14.57,12.63,12.87,14.81,22.57,259.07,47210610,20230810
86281939,456102,468593,10,0.6,2.01,3.42,1.61,5.83,4.42,6.03,6.63,8.04,13.66,15.27,10.45,11.25,13.86,0.8,1.41,2.41,4.02,4.62,4.22,3.82,3.62,9.04,11.25,11.86,10.85,12.46,14.46,197.92,47210610,20230805
86281939,456102,468593,15,2.63,1.82,0.81,4.87,5.68,5.88,2.64,8.11,13.18,11.56,20.89,13.79,12.57,19.87,2.02,2.03,6.29,4.26,5.47,3.04,4.46,5.27,13.59,13.18,14.19,13.59,9.73,19.06,240.48,47210610,20230831
86294126,456152,468493,7,0.82,0.82,3.91,2.67,4.94,4.53,1.85,4.53,6.99,7.61,12.55,9.87,9.05,11.53,0.0,1.03,1.85,1.03,3.29,2.67,1.65,3.7,4.11,6.38,8.02,9.26,7.82,11.52,144.0,47210610,20230815
86294127,456152,468543,11,1.83,2.24,2.24,3.25,5.29,5.9,2.85,7.53,10.98,14.03,17.9,13.83,11.59,20.53,2.03,3.25,3.05,4.68,5.29,3.25,3.05,6.91,8.75,14.03,12.61,11.8,13.02,19.12,230.83,47210610,20230822
86294128,456152,468593,18,0.48,1.15,3.06,1.34,3.16,3.45,3.26,4.31,6.03,7.76,10.73,7.37,7.18,9.0,0.38,1.34,2.68,2.39,2.68,2.49,2.01,2.68,4.98,8.43,6.42,7.85,6.03,8.72,127.36,47210610,20230814
